Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition,Month,Dates
77 F,75 F,94 %,NNE,7 mph,0 mph,29.80 in,0.0 in,Light Drizzle,11,2020-11-13
81 F,79 F,94 %,N,3 mph,0 mph,29.86 in,0.0 in,Fog,11,2020-11-13
86 F,77 F,74 %,ENE,16 mph,0 mph,29.86 in,0.0 in,Haze,11,2020-11-14
86 F,77 F,74 %,ENE,13 mph,0 mph,29.86 in,0.0 in,Fog,11,2020-11-14
79 F,77 F,94 %,E,3 mph,0 mph,29.77 in,0.0 in,Fog,11,2020-11-14
86 F,77 F,74 %,ENE,12 mph,0 mph,29.86 in,0.0 in,Fog,11,2020-11-14
84 F,77 F,79 %,ENE,10 mph,0 mph,29.83 in,0.0 in,Fog,11,2020-11-14
82 F,79 F,89 %,VAR,2 mph,0 mph,29.83 in,0.0 in,Light Rain,11,2020-11-14
81 F,79 F,94 %,VAR,2 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-14
81 F,79 F,94 %,VAR,2 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-14
79 F,77 F,94 %,N,3 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-14
81 F,79 F,94 %,VAR,2 mph,0 mph,29.77 in,0.0 in,Fog,11,2020-11-14
82 F,81 F,94 %,ENE,7 mph,0 mph,29.74 in,0.0 in,Fog,11,2020-11-14
82 F,79 F,89 %,ENE,6 mph,0 mph,29.77 in,0.0 in,Fog,11,2020-11-14
82 F,79 F,89 %,ENE,3 mph,0 mph,29.74 in,0.0 in,Fog,11,2020-11-14
82 F,79 F,89 %,ENE,6 mph,0 mph,29.74 in,0.0 in,Fog,11,2020-11-14
82 F,81 F,94 %,ENE,6 mph,0 mph,29.77 in,0.0 in,Fog,11,2020-11-14
82 F,81 F,94 %,ENE,6 mph,0 mph,29.77 in,0.0 in,Fog,11,2020-11-14
82 F,81 F,94 %,ENE,6 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-14
82 F,81 F,94 %,ENE,5 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-14
82 F,81 F,94 %,NE,6 mph,0 mph,29.83 in,0.0 in,Fog,11,2020-11-14
82 F,81 F,94 %,ENE,5 mph,0 mph,29.83 in,0.0 in,Fog,11,2020-11-14
81 F,79 F,94 %,ENE,6 mph,0 mph,29.77 in,0.0 in,Fog,11,2020-11-14
86 F,75 F,70 %,E,16 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,11,2020-11-14
86 F,75 F,70 %,ENE,16 mph,0 mph,29.83 in,0.0 in,Mostly Cloudy,11,2020-11-14
88 F,73 F,62 %,ENE,9 mph,21 mph,29.80 in,0.0 in,Partly Cloudy,11,2020-11-14
82 F,79 F,89 %,NE,8 mph,0 mph,29.77 in,0.0 in,Light Rain,11,2020-11-14
82 F,77 F,84 %,ENE,9 mph,0 mph,29.77 in,0.0 in,Fog,11,2020-11-14
82 F,77 F,84 %,ENE,7 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-14
82 F,77 F,84 %,ENE,8 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-14
82 F,75 F,79 %,ENE,8 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-14
82 F,75 F,79 %,ENE,8 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-14
82 F,75 F,79 %,ENE,9 mph,0 mph,29.77 in,0.0 in,Fog,11,2020-11-14
82 F,75 F,79 %,ENE,9 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,11,2020-11-14
84 F,73 F,70 %,ENE,12 mph,0 mph,29.74 in,0.0 in,Partly Cloudy,11,2020-11-14
84 F,73 F,70 %,ENE,12 mph,0 mph,29.74 in,0.0 in,Partly Cloudy,11,2020-11-14
88 F,75 F,66 %,E,17 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,11,2020-11-14
84 F,73 F,70 %,ENE,14 mph,0 mph,29.74 in,0.0 in,Partly Cloudy,11,2020-11-14
84 F,73 F,70 %,ENE,9 mph,21 mph,29.71 in,0.0 in,Partly Cloudy,11,2020-11-14
86 F,73 F,66 %,ENE,10 mph,22 mph,29.71 in,0.0 in,Partly Cloudy,11,2020-11-14
86 F,73 F,66 %,ENE,10 mph,22 mph,29.71 in,0.0 in,Partly Cloudy,11,2020-11-14
88 F,73 F,62 %,NE,9 mph,21 mph,29.71 in,0.0 in,Partly Cloudy,11,2020-11-14
88 F,73 F,62 %,ENE,9 mph,21 mph,29.71 in,0.0 in,Mostly Cloudy,11,2020-11-14
88 F,73 F,62 %,ENE,9 mph,21 mph,29.71 in,0.0 in,Partly Cloudy,11,2020-11-14
88 F,72 F,58 %,ENE,9 mph,21 mph,29.71 in,0.0 in,Partly Cloudy,11,2020-11-14
90 F,72 F,55 %,ENE,9 mph,21 mph,29.74 in,0.0 in,Partly Cloudy,11,2020-11-14
90 F,72 F,55 %,ENE,9 mph,21 mph,29.74 in,0.0 in,Partly Cloudy,11,2020-11-14
90 F,72 F,55 %,ENE,9 mph,21 mph,29.77 in,0.0 in,Partly Cloudy,11,2020-11-14
84 F,73 F,70 %,ENE,9 mph,21 mph,29.74 in,0.0 in,Partly Cloudy,11,2020-11-14
82 F,77 F,84 %,ENE,10 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-14
82 F,79 F,89 %,NE,7 mph,0 mph,29.74 in,0.0 in,Fog,11,2020-11-15
82 F,79 F,89 %,NE,7 mph,0 mph,29.77 in,0.0 in,Fog,11,2020-11-15
82 F,79 F,89 %,ENE,7 mph,0 mph,29.80 in,0.0 in,Light Drizzle,11,2020-11-15
81 F,79 F,94 %,ENE,7 mph,0 mph,29.80 in,0.0 in,Light Drizzle,11,2020-11-15
81 F,79 F,94 %,NE,7 mph,0 mph,29.80 in,0.0 in,Light Drizzle,11,2020-11-15
81 F,79 F,94 %,NNE,7 mph,0 mph,29.80 in,0.0 in,Light Drizzle,11,2020-11-15
81 F,77 F,89 %,NNE,9 mph,0 mph,29.80 in,0.0 in,Light Drizzle,11,2020-11-15
79 F,77 F,94 %,NNW,7 mph,0 mph,29.77 in,0.0 in,Light Drizzle,11,2020-11-15
79 F,77 F,94 %,N,3 mph,0 mph,29.77 in,0.0 in,Fog,11,2020-11-15
79 F,77 F,94 %,NNE,5 mph,0 mph,29.77 in,0.0 in,Fog,11,2020-11-15
79 F,79 F,100 %,NNW,8 mph,0 mph,29.74 in,0.0 in,Light Drizzle,11,2020-11-15
79 F,79 F,100 %,NNW,3 mph,0 mph,29.74 in,0.0 in,Light Drizzle,11,2020-11-15
79 F,77 F,94 %,N,3 mph,0 mph,29.71 in,0.0 in,Light Drizzle,11,2020-11-15
77 F,77 F,100 %,N,6 mph,0 mph,29.71 in,0.0 in,Light Drizzle,11,2020-11-15
77 F,77 F,100 %,N,3 mph,0 mph,29.71 in,0.0 in,Light Rain with Thunder,11,2020-11-15
77 F,75 F,94 %,NE,9 mph,0 mph,29.71 in,0.0 in,Light Rain with Thunder,11,2020-11-15
82 F,79 F,89 %,NE,5 mph,0 mph,29.71 in,0.0 in,Thunder,11,2020-11-15
82 F,79 F,89 %,NNE,6 mph,0 mph,29.71 in,0.0 in,Light Drizzle,11,2020-11-15
82 F,79 F,89 %,NNE,5 mph,0 mph,29.71 in,0.0 in,Mist,11,2020-11-15
82 F,79 F,89 %,N,3 mph,0 mph,29.71 in,0.0 in,Mist,11,2020-11-15
82 F,79 F,89 %,NE,7 mph,0 mph,29.74 in,0.0 in,Mist,11,2020-11-15
82 F,79 F,89 %,E,9 mph,0 mph,29.80 in,0.0 in,Light Drizzle,11,2020-11-15
84 F,81 F,89 %,ENE,9 mph,0 mph,29.77 in,0.0 in,Fog,11,2020-11-15
84 F,81 F,89 %,E,9 mph,0 mph,29.74 in,0.0 in,Fog,11,2020-11-15
82 F,81 F,94 %,ENE,7 mph,0 mph,29.74 in,0.0 in,Fog,11,2020-11-15
81 F,79 F,94 %,E,6 mph,0 mph,29.80 in,0.0 in,Light Rain with Thunder,11,2020-11-15
79 F,79 F,100 %,E,6 mph,0 mph,29.80 in,0.0 in,Light Rain with Thunder,11,2020-11-15
79 F,79 F,100 %,E,7 mph,0 mph,29.80 in,0.0 in,Light Rain with Thunder,11,2020-11-15
79 F,79 F,100 %,VAR,2 mph,0 mph,29.80 in,0.0 in,Light Rain with Thunder,11,2020-11-15
81 F,79 F,94 %,VAR,2 mph,0 mph,29.80 in,0.0 in,T-Storm,11,2020-11-15
81 F,79 F,94 %,ENE,3 mph,0 mph,29.80 in,0.0 in,Light Rain with Thunder,11,2020-11-15
81 F,79 F,94 %,E,7 mph,0 mph,29.77 in,0.0 in,Light Rain with Thunder,11,2020-11-15
81 F,81 F,100 %,E,7 mph,0 mph,29.74 in,0.0 in,Light Rain with Thunder,11,2020-11-15
81 F,79 F,94 %,ENE,10 mph,0 mph,29.74 in,0.0 in,Thunder,11,2020-11-15
81 F,79 F,94 %,E,8 mph,0 mph,29.80 in,0.0 in,Light Rain with Thunder,11,2020-11-15
82 F,81 F,94 %,E,12 mph,0 mph,29.74 in,0.0 in,Thunder,11,2020-11-15
82 F,81 F,94 %,E,8 mph,0 mph,29.71 in,0.0 in,Showers in the Vicinity,11,2020-11-15
82 F,81 F,94 %,E,8 mph,0 mph,29.71 in,0.0 in,Mostly Cloudy,11,2020-11-15
82 F,81 F,94 %,ENE,8 mph,0 mph,29.68 in,0.0 in,Mostly Cloudy,11,2020-11-15
82 F,81 F,94 %,E,10 mph,0 mph,29.68 in,0.0 in,Mostly Cloudy,11,2020-11-15
84 F,82 F,94 %,ENE,10 mph,0 mph,29.68 in,0.0 in,Fog,11,2020-11-15
84 F,82 F,94 %,E,9 mph,0 mph,29.71 in,0.0 in,Fog,11,2020-11-15
82 F,81 F,94 %,E,9 mph,0 mph,29.71 in,0.0 in,Fog,11,2020-11-15
82 F,81 F,94 %,E,12 mph,0 mph,29.74 in,0.0 in,Fog,11,2020-11-15
82 F,81 F,94 %,E,12 mph,0 mph,29.74 in,0.0 in,Fog,11,2020-11-15
82 F,81 F,94 %,E,6 mph,0 mph,29.71 in,0.0 in,Thunder,11,2020-11-15
77 F,77 F,100 %,ENE,8 mph,20 mph,29.71 in,0.0 in,T-Storm,11,2020-11-15
79 F,79 F,100 %,NE,5 mph,0 mph,29.80 in,0.0 in,Light Rain with Thunder,11,2020-11-15
77 F,77 F,100 %,E,6 mph,0 mph,29.80 in,0.0 in,Light Rain with Thunder,11,2020-11-16
79 F,77 F,94 %,ENE,7 mph,0 mph,29.83 in,0.0 in,Light Rain with Thunder,11,2020-11-16
79 F,77 F,94 %,ESE,7 mph,0 mph,29.83 in,0.0 in,Light Rain with Thunder,11,2020-11-16
77 F,77 F,100 %,SE,3 mph,0 mph,29.80 in,0.0 in,Light Drizzle,11,2020-11-16
77 F,75 F,94 %,VAR,2 mph,0 mph,29.77 in,0.0 in,Drizzle,11,2020-11-16
77 F,75 F,94 %,VAR,2 mph,0 mph,29.77 in,0.0 in,Drizzle,11,2020-11-16
77 F,75 F,94 %,VAR,2 mph,0 mph,29.77 in,0.0 in,Drizzle,11,2020-11-16
77 F,75 F,94 %,CALM,0 mph,0 mph,29.77 in,0.0 in,Drizzle,11,2020-11-16
77 F,77 F,100 %,ESE,3 mph,0 mph,29.77 in,0.0 in,Light Rain with Thunder,11,2020-11-16
77 F,77 F,100 %,SE,5 mph,0 mph,29.80 in,0.0 in,Light Rain with Thunder,11,2020-11-16
77 F,77 F,100 %,E,3 mph,0 mph,29.80 in,0.0 in,Drizzle,11,2020-11-16
77 F,75 F,94 %,VAR,2 mph,0 mph,29.80 in,0.0 in,Drizzle,11,2020-11-16
77 F,75 F,94 %,VAR,2 mph,0 mph,29.80 in,0.0 in,Light Drizzle,11,2020-11-16
77 F,75 F,94 %,N,3 mph,0 mph,29.83 in,0.0 in,Light Drizzle,11,2020-11-16
77 F,75 F,94 %,NNW,5 mph,0 mph,29.83 in,0.0 in,Light Drizzle,11,2020-11-16
77 F,75 F,94 %,VAR,2 mph,0 mph,29.86 in,0.0 in,Light Drizzle,11,2020-11-16
77 F,75 F,94 %,VAR,2 mph,0 mph,29.86 in,0.0 in,Light Drizzle,11,2020-11-16
77 F,77 F,100 %,SW,3 mph,0 mph,29.86 in,0.0 in,Drizzle,11,2020-11-16
77 F,77 F,100 %,NW,3 mph,0 mph,29.86 in,0.0 in,Drizzle,11,2020-11-16
75 F,75 F,100 %,NNW,6 mph,0 mph,29.89 in,0.0 in,Drizzle,11,2020-11-16
75 F,75 F,100 %,NW,3 mph,0 mph,29.86 in,0.0 in,Drizzle,11,2020-11-16
75 F,75 F,100 %,N,3 mph,0 mph,29.86 in,0.0 in,Light Drizzle,11,2020-11-16
79 F,77 F,94 %,ENE,7 mph,0 mph,29.83 in,0.0 in,Heavy T-Storm,11,2020-11-16
79 F,79 F,100 %,E,14 mph,0 mph,29.86 in,0.0 in,T-Storm,11,2020-11-16
77 F,75 F,94 %,VAR,2 mph,0 mph,29.77 in,0.0 in,Light Drizzle,11,2020-11-16
86 F,81 F,84 %,E,9 mph,0 mph,29.86 in,0.0 in,Fog,11,2020-11-16
79 F,79 F,100 %,ENE,5 mph,0 mph,29.80 in,0.0 in,Light Rain with Thunder,11,2020-11-16
79 F,79 F,100 %,E,8 mph,0 mph,29.80 in,0.0 in,Light Rain with Thunder,11,2020-11-16
79 F,79 F,100 %,E,7 mph,0 mph,29.80 in,0.0 in,Light Drizzle,11,2020-11-16
81 F,79 F,94 %,E,7 mph,0 mph,29.77 in,0.0 in,Light Drizzle,11,2020-11-16
81 F,79 F,94 %,E,7 mph,0 mph,29.77 in,0.0 in,Light Drizzle,11,2020-11-16
77 F,75 F,94 %,E,12 mph,23 mph,29.77 in,0.0 in,Light Rain with Thunder,11,2020-11-16
77 F,75 F,94 %,ENE,7 mph,0 mph,29.77 in,0.0 in,Light Rain with Thunder,11,2020-11-16
84 F,81 F,89 %,E,9 mph,0 mph,29.83 in,0.0 in,Mist,11,2020-11-16
77 F,75 F,94 %,VAR,2 mph,0 mph,29.77 in,0.0 in,Light Rain with Thunder,11,2020-11-16
77 F,75 F,94 %,VAR,2 mph,0 mph,29.77 in,0.0 in,Light Rain with Thunder,11,2020-11-16
77 F,75 F,94 %,VAR,2 mph,0 mph,29.77 in,0.0 in,Light Rain with Thunder,11,2020-11-16
77 F,75 F,94 %,ENE,3 mph,0 mph,29.77 in,0.0 in,Light Rain with Thunder,11,2020-11-16
77 F,75 F,94 %,VAR,2 mph,0 mph,29.77 in,0.0 in,Light Drizzle,11,2020-11-16
77 F,75 F,94 %,VAR,2 mph,0 mph,29.77 in,0.0 in,Light Rain with Thunder,11,2020-11-16
84 F,81 F,89 %,E,9 mph,0 mph,29.86 in,0.0 in,Fog,11,2020-11-16
84 F,82 F,94 %,E,8 mph,0 mph,29.83 in,0.0 in,Fog,11,2020-11-16
82 F,81 F,94 %,E,6 mph,0 mph,29.83 in,0.0 in,Fog,11,2020-11-16
84 F,81 F,89 %,E,9 mph,0 mph,29.86 in,0.0 in,Fog,11,2020-11-16
79 F,77 F,94 %,VAR,2 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-16
79 F,77 F,94 %,VAR,2 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-16
77 F,75 F,94 %,VAR,2 mph,0 mph,29.77 in,0.0 in,Light Drizzle,11,2020-11-16
81 F,79 F,94 %,VAR,2 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-16
82 F,77 F,84 %,E,6 mph,0 mph,29.77 in,0.0 in,Fog,11,2020-11-17
84 F,81 F,89 %,E,12 mph,0 mph,29.77 in,0.0 in,Mostly Cloudy,11,2020-11-17
86 F,81 F,84 %,E,12 mph,0 mph,29.77 in,0.0 in,Mostly Cloudy,11,2020-11-17
86 F,79 F,79 %,E,14 mph,0 mph,29.74 in,0.0 in,Mostly Cloudy,11,2020-11-17
84 F,77 F,79 %,E,14 mph,0 mph,29.71 in,0.0 in,Mostly Cloudy,11,2020-11-17
82 F,79 F,89 %,ESE,14 mph,0 mph,29.71 in,0.0 in,Light Rain,11,2020-11-17
84 F,79 F,84 %,ESE,10 mph,0 mph,29.71 in,0.0 in,Light Drizzle,11,2020-11-17
84 F,77 F,79 %,ESE,10 mph,0 mph,29.71 in,0.0 in,Fog,11,2020-11-17
84 F,77 F,79 %,ESE,9 mph,0 mph,29.71 in,0.0 in,Mostly Cloudy,11,2020-11-17
82 F,77 F,84 %,E,7 mph,0 mph,29.74 in,0.0 in,Fog,11,2020-11-17
81 F,77 F,89 %,ENE,6 mph,0 mph,29.77 in,0.0 in,Fog,11,2020-11-17
82 F,77 F,84 %,ESE,9 mph,0 mph,29.74 in,0.0 in,Light Drizzle,11,2020-11-17
81 F,79 F,94 %,E,5 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-17
81 F,79 F,94 %,E,5 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-17
81 F,79 F,94 %,VAR,2 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-17
79 F,79 F,100 %,ESE,14 mph,0 mph,29.83 in,0.0 in,Light Rain,11,2020-11-17
77 F,75 F,94 %,VAR,2 mph,0 mph,29.83 in,0.0 in,Fog,11,2020-11-17
77 F,75 F,94 %,ESE,8 mph,0 mph,29.83 in,0.0 in,Fog,11,2020-11-17
77 F,75 F,94 %,VAR,2 mph,0 mph,29.83 in,0.0 in,Fog,11,2020-11-17
77 F,75 F,94 %,VAR,2 mph,0 mph,29.83 in,0.0 in,Fog,11,2020-11-17
77 F,75 F,94 %,VAR,2 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-17
88 F,81 F,79 %,E,12 mph,0 mph,29.80 in,0.0 in,Mostly Cloudy,11,2020-11-17
81 F,77 F,89 %,ENE,5 mph,0 mph,29.77 in,0.0 in,Fog,11,2020-11-17
86 F,81 F,84 %,E,9 mph,0 mph,29.80 in,0.0 in,Mostly Cloudy,11,2020-11-17
86 F,79 F,79 %,E,15 mph,0 mph,29.74 in,0.0 in,Mostly Cloudy,11,2020-11-17
84 F,82 F,94 %,NE,8 mph,0 mph,29.83 in,0.0 in,Mostly Cloudy,11,2020-11-17
84 F,82 F,94 %,ENE,9 mph,0 mph,29.83 in,0.0 in,Mostly Cloudy,11,2020-11-17
75 F,75 F,100 %,NW,3 mph,0 mph,29.83 in,0.0 in,Drizzle,11,2020-11-17
75 F,75 F,100 %,NNW,3 mph,0 mph,29.83 in,0.0 in,Drizzle,11,2020-11-17
75 F,75 F,100 %,VAR,2 mph,0 mph,29.80 in,0.0 in,Light Drizzle,11,2020-11-17
75 F,75 F,100 %,WNW,3 mph,0 mph,29.80 in,0.0 in,Light Drizzle,11,2020-11-17
75 F,75 F,100 %,NNW,5 mph,0 mph,29.77 in,0.0 in,Light Drizzle,11,2020-11-17
75 F,73 F,94 %,N,5 mph,0 mph,29.77 in,0.0 in,Light Drizzle,11,2020-11-17
75 F,73 F,94 %,N,5 mph,0 mph,29.77 in,0.0 in,Light Drizzle,11,2020-11-17
75 F,73 F,94 %,N,5 mph,0 mph,29.77 in,0.0 in,Light Drizzle,11,2020-11-17
75 F,73 F,94 %,VAR,2 mph,0 mph,29.77 in,0.0 in,Light Drizzle,11,2020-11-17
75 F,73 F,94 %,VAR,2 mph,0 mph,29.77 in,0.0 in,Light Drizzle,11,2020-11-17
75 F,75 F,100 %,NW,5 mph,0 mph,29.83 in,0.0 in,Drizzle,11,2020-11-17
75 F,73 F,94 %,NNE,5 mph,0 mph,29.77 in,0.0 in,Fog,11,2020-11-17
75 F,73 F,94 %,VAR,2 mph,0 mph,29.77 in,0.0 in,Light Drizzle,11,2020-11-17
84 F,82 F,94 %,N,6 mph,0 mph,29.83 in,0.0 in,Mostly Cloudy,11,2020-11-17
79 F,77 F,94 %,NNE,7 mph,0 mph,29.83 in,0.0 in,Mostly Cloudy,11,2020-11-17
79 F,77 F,94 %,N,6 mph,0 mph,29.80 in,0.0 in,Mostly Cloudy,11,2020-11-17
82 F,81 F,94 %,NNE,7 mph,0 mph,29.86 in,0.0 in,Mostly Cloudy,11,2020-11-17
77 F,75 F,94 %,NNE,5 mph,0 mph,29.77 in,0.0 in,Fog,11,2020-11-17
77 F,73 F,89 %,NE,5 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-17
75 F,73 F,94 %,NE,5 mph,0 mph,29.77 in,0.0 in,Fog,11,2020-11-17
79 F,77 F,94 %,N,5 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-17
88 F,75 F,66 %,E,12 mph,0 mph,29.77 in,0.0 in,Haze,11,2020-11-18
84 F,73 F,70 %,E,12 mph,0 mph,29.77 in,0.0 in,Mostly Cloudy,11,2020-11-18
88 F,75 F,66 %,ESE,12 mph,0 mph,29.77 in,0.0 in,Mostly Cloudy,11,2020-11-18
88 F,75 F,66 %,ESE,12 mph,0 mph,29.77 in,0.0 in,Mostly Cloudy,11,2020-11-18
86 F,75 F,70 %,ESE,9 mph,0 mph,29.77 in,0.0 in,Mostly Cloudy,11,2020-11-18
86 F,73 F,66 %,E,9 mph,0 mph,29.77 in,0.0 in,Mostly Cloudy,11,2020-11-18
86 F,73 F,66 %,E,9 mph,0 mph,29.77 in,0.0 in,Mostly Cloudy,11,2020-11-18
88 F,75 F,66 %,E,14 mph,0 mph,29.80 in,0.0 in,Haze,11,2020-11-18
84 F,73 F,70 %,E,9 mph,0 mph,29.77 in,0.0 in,Mostly Cloudy,11,2020-11-18
82 F,73 F,74 %,E,9 mph,0 mph,29.77 in,0.0 in,Mostly Cloudy,11,2020-11-18
82 F,81 F,94 %,E,6 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,11,2020-11-18
82 F,73 F,74 %,E,12 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,11,2020-11-18
82 F,73 F,74 %,ENE,7 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,11,2020-11-18
82 F,81 F,94 %,E,6 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,11,2020-11-18
82 F,81 F,94 %,E,5 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,11,2020-11-18
82 F,81 F,94 %,E,5 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,11,2020-11-18
82 F,81 F,94 %,ENE,6 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,11,2020-11-18
81 F,77 F,89 %,E,6 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,11,2020-11-18
79 F,75 F,89 %,E,6 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,11,2020-11-18
88 F,77 F,70 %,E,10 mph,0 mph,29.80 in,0.0 in,Haze,11,2020-11-18
79 F,75 F,89 %,E,5 mph,0 mph,29.83 in,0.0 in,Fog,11,2020-11-18
77 F,75 F,94 %,ENE,3 mph,0 mph,29.83 in,0.0 in,Light Drizzle,11,2020-11-18
82 F,73 F,74 %,E,12 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,11,2020-11-18
86 F,77 F,74 %,E,8 mph,0 mph,29.83 in,0.0 in,Mostly Cloudy,11,2020-11-18
81 F,77 F,89 %,VAR,2 mph,0 mph,29.83 in,0.0 in,Fog,11,2020-11-18
86 F,77 F,74 %,ENE,8 mph,0 mph,29.83 in,0.0 in,Fog,11,2020-11-18
77 F,75 F,94 %,VAR,2 mph,0 mph,29.80 in,0.0 in,Light Drizzle,11,2020-11-18
77 F,75 F,94 %,VAR,2 mph,0 mph,29.80 in,0.0 in,Light Drizzle,11,2020-11-18
77 F,75 F,94 %,VAR,2 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-18
77 F,75 F,94 %,VAR,2 mph,0 mph,29.77 in,0.0 in,Fog,11,2020-11-18
77 F,75 F,94 %,VAR,2 mph,0 mph,29.77 in,0.0 in,Fog,11,2020-11-18
84 F,77 F,79 %,E,8 mph,0 mph,29.83 in,0.0 in,Mostly Cloudy,11,2020-11-18
79 F,75 F,89 %,VAR,2 mph,0 mph,29.77 in,0.0 in,Fog,11,2020-11-18
79 F,75 F,89 %,VAR,2 mph,0 mph,29.77 in,0.0 in,Light Rain,11,2020-11-18
77 F,75 F,94 %,WNW,3 mph,0 mph,29.74 in,0.0 in,Fog,11,2020-11-18
77 F,75 F,94 %,VAR,2 mph,0 mph,29.74 in,0.0 in,Fog,11,2020-11-18
79 F,75 F,89 %,VAR,2 mph,0 mph,29.77 in,0.0 in,Fog,11,2020-11-18
77 F,75 F,94 %,VAR,2 mph,0 mph,29.77 in,0.0 in,Fog,11,2020-11-18
77 F,75 F,94 %,VAR,2 mph,0 mph,29.77 in,0.0 in,Fog,11,2020-11-18
77 F,75 F,94 %,VAR,2 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-18
77 F,75 F,94 %,VAR,2 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-18
79 F,77 F,94 %,VAR,2 mph,0 mph,29.83 in,0.0 in,Fog,11,2020-11-18
81 F,77 F,89 %,VAR,2 mph,0 mph,29.86 in,0.0 in,Light Drizzle,11,2020-11-18
82 F,77 F,84 %,VAR,2 mph,0 mph,29.86 in,0.0 in,Light Drizzle,11,2020-11-18
84 F,77 F,79 %,VAR,2 mph,0 mph,29.86 in,0.0 in,Light Drizzle,11,2020-11-18
84 F,77 F,79 %,VAR,2 mph,0 mph,29.86 in,0.0 in,Fog,11,2020-11-18
86 F,77 F,74 %,ENE,3 mph,0 mph,29.86 in,0.0 in,Fog,11,2020-11-18
77 F,75 F,94 %,VAR,2 mph,0 mph,29.77 in,0.0 in,Fog,11,2020-11-18
82 F,70 F,66 %,E,10 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,11,2020-11-19
88 F,70 F,55 %,E,10 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,11,2020-11-19
93 F,77 F,59 %,E,12 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,11,2020-11-19
93 F,77 F,59 %,E,9 mph,0 mph,29.74 in,0.0 in,Partly Cloudy,11,2020-11-19
91 F,79 F,66 %,E,9 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,11,2020-11-19
91 F,77 F,63 %,E,9 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,11,2020-11-19
91 F,79 F,66 %,E,7 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,11,2020-11-19
91 F,79 F,66 %,E,9 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,11,2020-11-19
81 F,70 F,70 %,E,10 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,11,2020-11-19
93 F,77 F,59 %,E,9 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,11,2020-11-19
79 F,70 F,74 %,E,8 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,11,2020-11-19
79 F,75 F,89 %,VAR,2 mph,0 mph,29.77 in,0.0 in,Fog,11,2020-11-19
81 F,72 F,74 %,ENE,5 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,11,2020-11-19
82 F,73 F,74 %,E,5 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,11,2020-11-19
82 F,73 F,74 %,E,5 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,11,2020-11-19
81 F,75 F,84 %,E,5 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,11,2020-11-19
81 F,75 F,84 %,VAR,2 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,11,2020-11-19
81 F,75 F,84 %,CALM,0 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,11,2020-11-19
81 F,75 F,84 %,CALM,0 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,11,2020-11-19
